Job Titles,AI Impact,Tasks,Task Type,AI Models,Model Sophistication,AI Workload Ratio,Domain
Janitorial Manager,0.4,355,Complex,1277,Basic,0.277995301,Management & Administration
Maintenance Manager,0.4,407,Complex,1380,Basic,0.294927536,Management & Administration
Maintenance Superintendent,0.4,397,Routine,1376,Basic,0.288517442,General
Newspaper Delivery,0.4,409,Routine,1411,Basic,0.289865344,General
Parking Enforcement Officer,0.4,148,Routine,558,Basic,0.265232975,General
Sewing,0.4,143,Routine,512,Basic,0.279296875,General
Theater Manager,0.4,472,Complex,1739,Intermediate,0.271420357,Management & Administration
Watchmaker,0.4,157,Routine,643,Basic,0.244167963,General
Assistant Buyer,0.4,710,Routine,2168,Intermediate,0.327490775,General
Associate Buyer,0.4,710,Routine,2181,Intermediate,0.325538744,General
Automation Technician,0.4,557,Routine,1796,Intermediate,0.31013363,Engineering & Technology
Cmm Programmer,0.4,295,Routine,919,Basic,0.321001088,General
Controls Technician,0.4,304,Routine,964,Basic,0.315352697,Engineering & Technology
Inventory,0.4,539,Routine,1778,Intermediate,0.303149606,General
Manufacturing Analyst,0.4,638,Complex,2158,Intermediate,0.295644115,Business & Consulting
Manufacturing Technician,0.4,432,Routine,1757,Intermediate,0.245873648,Engineering & Technology
Material Handler,0.4,352,Routine,1212,Basic,0.290429043,General
Order Builder,0.4,341,Routine,1195,Basic,0.285355649,General
Order Picker,0.4,345,Routine,1200,Basic,0.2875,General
Order Puller,0.4,343,Routine,1198,Basic,0.286310518,General
Picker,0.4,154,Routine,584,Basic,0.26369863,General
Production Operator,0.4,250,Routine,1013,Basic,0.246791708,General
Deli Manager,0.4,541,Complex,1803,Intermediate,0.300055463,Management & Administration
Director Of Development,0.4,829,Complex,2430,Intermediate,0.341152263,Management & Administration
Business Development Officer,0.4,958,Routine,2883,Intermediate,0.332292751,General
Field Representative,0.4,682,Routine,2146,Intermediate,0.317800559,General
Dialysis Nurse,0.4,453,Routine,1512,Intermediate,0.299603175,Healthcare
Oncology Nurse,0.4,444,Routine,1475,Basic,0.301016949,Healthcare
Service Delivery Manager,0.4,772,Complex,2336,Intermediate,0.330479452,Management & Administration
Excavator Operator,0.4,306,Routine,1146,Basic,0.267015707,General
Claim Representative,0.4,723,Routine,2147,Intermediate,0.336748952,General
Insurance Manager,0.4,700,Complex,2137,Intermediate,0.327562003,Management & Administration
Auto Body Technician,0.4,412,Routine,1409,Basic,0.292405962,Engineering & Technology
Dental Office Manager,0.4,651,Complex,2087,Intermediate,0.311931001,Management & Administration
Configuration Manager,0.4,701,Complex,2069,Intermediate,0.33881102,Management & Administration
Clinical Nurse,0.4,458,Routine,1509,Intermediate,0.30351226,Healthcare
Events Assistant,0.4,758,Routine,2237,Intermediate,0.33884667,General
Transportation Dispatcher,0.4,719,Routine,2282,Intermediate,0.315074496,General
Bar Manager,0.4,564,Complex,1815,Intermediate,0.310743802,Management & Administration
Family Nurse Practitioner,0.4,450,Routine,1494,Basic,0.301204819,Healthcare
Nurse Clinician,0.4,452,Routine,1493,Basic,0.302746149,Healthcare
Assembly Technician,0.4,437,Routine,1436,Basic,0.304317549,Engineering & Technology
Night Manager,0.4,430,Complex,1380,Basic,0.311594203,Management & Administration
Reservation Specialist,0.4,614,Complex,2138,Intermediate,0.287184284,General
Reservationist,0.4,570,Routine,2011,Intermediate,0.283441074,General
Reservations Agent,0.4,565,Routine,2015,Intermediate,0.280397022,General
Restaurant General Manager,0.4,392,Complex,1308,Basic,0.29969419,Management & Administration
Restaurant Supervisor,0.4,384,Routine,1285,Basic,0.298832685,General
Server,0.4,206,Routine,666,Basic,0.309309309,General
Server Assistant,0.4,246,Routine,708,Basic,0.347457627,General
Travel Assistant,0.4,708,Routine,2151,Intermediate,0.329149233,General
Behavioral Technician,0.4,134,Routine,948,Basic,0.141350211,Engineering & Technology
Nursing Home Administrator,0.4,440,Routine,1692,Intermediate,0.260047281,General
Youth Program Director,0.4,771,Complex,2366,Intermediate,0.325866441,Management & Administration
Air Marshal,0.4,41,Routine,325,Basic,0.126153846,General
Court Security Officer,0.4,339,Routine,1079,Basic,0.314179796,General
Detective,0.4,400,Routine,1195,Basic,0.334728033,General
Forensic Investigator,0.4,419,Routine,1269,Basic,0.330181245,General
Gunsmith,0.4,140,Routine,555,Basic,0.252252252,General
Investigator,0.4,473,Routine,1414,Basic,0.334512023,General
Security Supervisor,0.4,283,Routine,998,Basic,0.283567134,General
Cisco Engineer,0.4,95,Complex,623,Basic,0.152487961,Engineering & Technology
Cisco Network Engineer,0.4,95,Complex,623,Basic,0.152487961,Engineering & Technology
Computer Operator,0.4,457,Routine,1300,Basic,0.351538462,General
Controls Engineer,0.4,453,Complex,1254,Basic,0.361244019,Engineering & Technology
Hvac Design Engineer,0.41,424,Complex,1631,Intermediate,0.259963213,Engineering & Technology
Avionics Engineer,0.42,431,Complex,1418,Basic,0.303949224,Engineering & Technology
Cfd Engineer,0.42,384,Complex,1169,Basic,0.328485885,Engineering & Technology
Electrical Design Engineer,0.42,420,Complex,1212,Basic,0.346534653,Engineering & Technology
Electrical Designer,0.42,415,Routine,1217,Basic,0.341002465,General
Electronics Engineer,0.42,412,Complex,1132,Basic,0.363957597,Engineering & Technology
Fea Engineer,0.42,384,Complex,1080,Basic,0.355555556,Engineering & Technology
Field Service Technician,0.43,581,Routine,1682,Intermediate,0.345422117,Engineering & Technology
Regulatory Affairs Associate,0.43,614,Routine,1879,Intermediate,0.326769558,General
Aeronautical Engineer,0.43,415,Complex,1405,Basic,0.295373665,Engineering & Technology
Agricultural Engineer,0.43,449,Complex,1471,Basic,0.305234534,Engineering & Technology
Antenna Engineer,0.43,419,Complex,1393,Basic,0.300789663,Engineering & Technology
Pediatric Nurse,0.44,246,Routine,964,Basic,0.255186722,Healthcare
Network Security Analyst,0.45,591,Complex,2171,Intermediate,0.272224781,Business & Consulting
Operations Engineer,0.45,186,Complex,1833,Intermediate,0.101472995,Engineering & Technology
Sas Analyst,0.45,173,Complex,1731,Intermediate,0.09994223,Business & Consulting
Sas Programmer,0.45,177,Routine,1743,Intermediate,0.101549053,General
Senior Systems Administrator,0.45,186,Routine,1836,Intermediate,0.10130719,General
Sharepoint Developer,0.45,174,Routine,1779,Intermediate,0.097807757,General
Technical Support,0.45,204,Routine,2014,Basic,0.101290963,Customer Service
Technical Support Agent,0.45,204,Routine,2014,Basic,0.101290963,Customer Service
Technical Support Representative,0.45,204,Routine,2014,Basic,0.101290963,Customer Service
Technology Specialist,0.45,199,Complex,1930,Intermediate,0.103108808,General
Virtualization Engineer,0.45,168,Complex,1752,Intermediate,0.095890411,Engineering & Technology
Wireless Consultant,0.45,189,Complex,1866,Intermediate,0.101286174,Business & Consulting
Financial Planning Analyst,0.45,640,Complex,2256,Intermediate,0.283687943,Business & Consulting
Kyc Analyst,0.45,545,Complex,1794,Intermediate,0.303790412,Business & Consulting
Product Analyst,0.45,212,Complex,1922,Intermediate,0.110301769,Business & Consulting
Research Technician,0.45,188,Routine,1803,Intermediate,0.10427066,Engineering & Technology
Sap Analyst,0.45,177,Complex,1751,Intermediate,0.101085094,Business & Consulting
Clinical Data Manager,0.45,739,Complex,2535,Intermediate,0.291518738,Management & Administration
Enterprise Data Architect,0.45,560,Routine,2069,Intermediate,0.270662156,General
Junior Data Analyst,0.45,699,Complex,2417,Intermediate,0.289201489,Business & Consulting
Oracle Database Administrator,0.45,184,Routine,1823,Intermediate,0.100932529,General
Senior Data Analyst,0.45,198,Complex,1846,Intermediate,0.107258938,Business & Consulting
Windows Server Administrator,0.45,183,Routine,1795,Intermediate,0.101949861,General
Digital Designer,0.45,765,Routine,2778,Intermediate,0.27537797,General
Visual Designer,0.45,182,Routine,1753,Intermediate,0.103822019,General
Recruiter,0.45,222,Routine,2034,Intermediate,0.109144543,General
Recruitment Specialist,0.45,219,Complex,2009,Intermediate,0.109009457,General
Senior Recruiter,0.45,217,Routine,2002,Intermediate,0.108391608,General
Paralegal Assistant,0.45,192,Routine,1856,Intermediate,0.103448276,Legal Services
Patent Paralegal,0.45,189,Routine,1813,Intermediate,0.104247104,Legal Services
Personal Injury Paralegal,0.45,183,Routine,1731,Intermediate,0.105719237,Legal Services
Trademark Paralegal,0.45,192,Routine,1837,Intermediate,0.104518236,Legal Services
Healthcare Analyst,0.45,623,Complex,1952,Intermediate,0.319159836,Business & Consulting
Medical Administrator,0.45,521,Routine,1676,Intermediate,0.310859189,General
Medical Office Administrator,0.45,544,Routine,1812,Intermediate,0.300220751,General
Medical Records Clerk,0.45,569,Routine,1830,Intermediate,0.310928962,Administrative
Medical Records Technician,0.45,568,Routine,1830,Intermediate,0.310382514,Engineering & Technology
Pharmacy Clerk,0.45,66,Routine,433,Basic,0.152424942,Administrative
Buyer,0.45,607,Routine,2062,Intermediate,0.294374394,General
Export Coordinator,0.45,557,Routine,1750,Intermediate,0.318285714,General
Inventory Controller,0.45,550,Routine,1699,Intermediate,0.323719835,General
Inventory Coordinator,0.45,546,Routine,1664,Intermediate,0.328125,General
Logistics Associate,0.45,518,Routine,1647,Intermediate,0.314511233,General
Shipping Supervisor,0.45,191,Routine,1812,Intermediate,0.105408389,General
Assistant Account Executive,0.45,677,Routine,2220,Intermediate,0.304954955,General
Associate Editor,0.45,717,Routine,2474,Intermediate,0.289814066,General
Broadcast Technician,0.45,625,Routine,2565,Intermediate,0.243664717,Engineering & Technology
Content Editor,0.45,838,Routine,3084,Intermediate,0.271725032,General
Transcriptionist,0.45,187,Routine,1764,Intermediate,0.10600907,General
Qa Engineer,0.45,169,Complex,1722,Intermediate,0.098141696,Engineering & Technology
Warehouse Packer,0.45,113,Routine,1239,Basic,0.091202583,General
Warehouse Picker,0.45,114,Routine,1242,Basic,0.09178744,General
Warehouse Selector,0.45,114,Routine,1242,Basic,0.09178744,General
Management Consulting,0.45,536,Routine,1784,Intermediate,0.30044843,General
Principal Consultant,0.45,207,Complex,1899,Intermediate,0.109004739,Business & Consulting
Senior Consultant,0.45,207,Complex,1897,Intermediate,0.109119663,Business & Consulting
Strategy Consultant,0.45,207,Complex,1907,Intermediate,0.108547457,Business & Consulting
Assistant Brand Manager,0.45,833,Complex,2992,Intermediate,0.278409091,Management & Administration
Assistant Marketing Manager,0.45,841,Complex,3003,Intermediate,0.28005328,Management & Administration
Associate Brand Manager,0.45,834,Complex,2991,Intermediate,0.27883651,Management & Administration
Associate Marketing Manager,0.45,834,Complex,2992,Intermediate,0.278743316,Management & Administration
Brand Manager,0.45,862,Complex,2975,Intermediate,0.289747899,Management & Administration
Brand Marketing Manager,0.45,862,Complex,2976,Intermediate,0.289650538,Management & Administration
Director Of Digital Marketing,0.45,847,Complex,2963,Intermediate,0.285858927,Management & Administration
Director Of Marketing,0.45,792,Complex,2879,Intermediate,0.275095519,Management & Administration
Marketing,0.45,863,Routine,3239,Intermediate,0.266440259,Sales & Marketing
Marketing Account Executive,0.45,860,Routine,3234,Intermediate,0.265924552,Sales & Marketing
Marketing Account Manager,0.45,866,Complex,3262,Intermediate,0.2654813,Management & Administration
Marketing Director,0.45,885,Complex,3293,Intermediate,0.268751898,Management & Administration
Marketing Executive,0.45,894,Routine,3311,Intermediate,0.270009061,Sales & Marketing
Marketing Manager,0.45,893,Complex,3300,Intermediate,0.270606061,Management & Administration
Senior Marketing Manager,0.45,226,Complex,2031,Intermediate,0.111275234,Management & Administration
Social Media Marketing Manager,0.45,256,Complex,2272,Intermediate,0.112676056,Management & Administration
Agile Project Manager,0.45,629,Complex,2096,Intermediate,0.30009542,Management & Administration
Director Of Product Management,0.45,707,Complex,2321,Intermediate,0.304610082,Management & Administration
Pmo Analyst,0.45,204,Complex,1871,Intermediate,0.109032603,Business & Consulting
Product Development Manager,0.45,226,Complex,1981,Intermediate,0.114083796,Management & Administration
Project Analyst,0.45,207,Complex,1901,Intermediate,0.108890058,Business & Consulting
Project Control Analyst,0.45,200,Complex,1845,Intermediate,0.108401084,Business & Consulting
Project Management Consultant,0.45,213,Complex,1949,Intermediate,0.109286814,Business & Consulting
Director Of Ecommerce,0.45,821,Complex,2899,Intermediate,0.283201104,Management & Administration
Ecommerce Manager,0.45,904,Complex,3345,Intermediate,0.270254111,Management & Administration
Merchandise Buyer,0.45,677,Routine,2544,Intermediate,0.266116352,General
Autocad Draftsman,0.45,539,Routine,2297,Intermediate,0.234653896,General
Concrete Pump Operator,0.45,156,Routine,700,Basic,0.222857143,General
Land Surveyor,0.45,323,Routine,1531,Intermediate,0.21097322,General
Claims Analyst,0.45,732,Complex,2684,Intermediate,0.272727273,Business & Consulting
Claims Investigator,0.45,733,Routine,2717,Intermediate,0.269782849,General
Insurance Appraiser,0.45,394,Routine,1396,Basic,0.282234957,General
Insurance Investigator,0.45,406,Routine,1386,Basic,0.292929293,General
Insurance Underwriter,0.45,464,Routine,1553,Intermediate,0.298776561,General
Band Director,0.45,292,Complex,1241,Basic,0.235294118,Management & Administration
Education Specialist,0.45,462,Complex,1578,Intermediate,0.292775665,General
Environmental Educator,0.45,410,Routine,1386,Basic,0.295815296,General
Training Manager,0.45,238,Complex,2083,Intermediate,0.114258281,Management & Administration
Book Reviewer,0.45,602,Routine,2164,Intermediate,0.27818854,General
Clinical Research,0.45,599,Routine,1940,Intermediate,0.308762887,General
Dietetic Technician,0.45,374,Routine,1337,Basic,0.27973074,Engineering & Technology
Drug Safety Associate,0.45,529,Routine,1667,Intermediate,0.317336533,General
Formulation Scientist,0.45,449,Routine,1551,Intermediate,0.289490651,General
Healthcare Management,0.45,505,Routine,1644,Intermediate,0.307177616,Healthcare
Escrow Assistant,0.45,461,Routine,1536,Intermediate,0.300130208,General
Biomedical Technician,0.45,514,Routine,2125,Intermediate,0.241882353,Engineering & Technology
Chemical Lab Technician,0.45,503,Routine,2116,Intermediate,0.237712665,Engineering & Technology
Laboratory Technician,0.45,425,Routine,1462,Basic,0.290697674,Engineering & Technology
Radiographer,0.45,75,Routine,961,Basic,0.078043704,General
Research Analyst,0.45,199,Complex,1840,Intermediate,0.108152174,Business & Consulting
Account Analyst,0.45,623,Complex,2143,Intermediate,0.290713952,Business & Consulting
Accounting Analyst,0.45,619,Complex,2132,Intermediate,0.290337711,Business & Consulting
Accounts Payable Analyst,0.45,622,Complex,2145,Intermediate,0.28997669,Business & Consulting
Billing Clerk,0.45,621,Routine,2136,Basic,0.290730337,Administrative
Billing Coordinator,0.45,620,Routine,2134,Intermediate,0.290534208,General
Billing Representative,0.45,619,Routine,2142,Intermediate,0.28898226,General
Billing Specialist,0.45,620,Complex,2135,Intermediate,0.290398126,General
Billing Supervisor,0.45,606,Routine,2100,Intermediate,0.288571429,General
Finance Administrator,0.45,563,Routine,1767,Intermediate,0.318619128,General
Finance Assistant,0.45,560,Routine,1762,Intermediate,0.317820658,General
Finance Associate,0.45,559,Routine,1758,Intermediate,0.317974972,General
Finance Consultant,0.45,561,Complex,1772,Intermediate,0.316591422,Business & Consulting
Financial Assistant,0.45,566,Routine,1763,Intermediate,0.321043676,General
Financial Associate,0.45,563,Routine,1755,Intermediate,0.320797721,General
Financial Coordinator,0.45,571,Routine,1820,Intermediate,0.313736264,General
Financial Representative,0.45,539,Routine,1715,Intermediate,0.314285714,General
Financial Services Representative,0.45,538,Routine,1714,Intermediate,0.313885648,General
Loan Specialist,0.45,485,Complex,1578,Intermediate,0.307351077,General
Staff Auditor,0.45,184,Routine,1848,Intermediate,0.0995671,General
Tax Manager,0.45,186,Complex,1880,Intermediate,0.09893617,Management & Administration
Valuation Analyst,0.45,179,Complex,1633,Intermediate,0.109614207,Business & Consulting
Clinical Coordinator,0.45,690,Routine,2244,Intermediate,0.307486631,General
Clinical Support Specialist,0.45,592,Routine,1892,Intermediate,0.312896406,Customer Service
Certified Welding Inspector,0.45,105,Routine,477,Basic,0.220125786,General
Computer Technician,0.45,475,Routine,1535,Intermediate,0.309446254,Engineering & Technology
General Maintenance Technician,0.45,299,Routine,1114,Basic,0.268402154,Engineering & Technology
General Service Technician,0.45,303,Routine,1118,Basic,0.271019678,Engineering & Technology
Industrial Maintenance Mechanic,0.45,296,Routine,1171,Basic,0.252775406,General
Industrial Maintenance Technician,0.45,295,Routine,1170,Basic,0.252136752,Engineering & Technology
Service Advisor,0.45,192,Routine,1798,Intermediate,0.106785317,General
Cnc Machine Operator,0.45,265,Routine,980,Basic,0.270408163,General
Inventory Control Supervisor,0.45,509,Routine,1635,Intermediate,0.311314985,General
Manufacturing Associate,0.45,317,Routine,1084,Basic,0.292435424,General
Operator,0.45,98,Routine,1180,Basic,0.083050847,General
Order Selector,0.45,116,Routine,1331,Basic,0.087152517,General
Scanner,0.45,149,Routine,1537,Intermediate,0.096942095,General
Pcb Design Engineer,0.45,120,Complex,1161,Basic,0.103359173,Engineering & Technology
Pcb Designer,0.45,120,Routine,1161,Basic,0.103359173,General
Service Engineer,0.45,157,Complex,1594,Intermediate,0.098494354,Engineering & Technology
Document Control Specialist,0.45,542,Complex,1667,Intermediate,0.325134973,General
Facility Coordinator,0.45,465,Routine,1530,Intermediate,0.303921569,General
Implementation Coordinator,0.45,552,Routine,1760,Intermediate,0.313636364,General
Medical Office Receptionist,0.45,422,Routine,1434,Basic,0.294281729,General
Medical Receptionist,0.45,422,Routine,1434,Basic,0.294281729,General
Regulatory Affairs Specialist,0.45,197,Complex,1814,Intermediate,0.108599779,General
Validation Specialist,0.45,177,Complex,1761,Intermediate,0.100511073,General
Bus Driver,0.45,80,Routine,426,Basic,0.187793427,General
Bus Operator,0.45,80,Routine,426,Basic,0.187793427,General
Class A CDL,0.45,81,Routine,437,Basic,0.185354691,General
Company Driver,0.45,122,Routine,552,Basic,0.221014493,General
Flatbed Driver,0.45,123,Routine,556,Basic,0.221223022,General
Local Cdl,0.45,124,Routine,547,Basic,0.226691042,General
Local Delivery Driver,0.45,130,Routine,567,Basic,0.229276896,General
Local Truck Driver,0.45,128,Routine,566,Basic,0.22614841,General
Otr Driver,0.45,27,Routine,184,Basic,0.14673913,General
Owner Operator,0.45,46,Routine,468,Basic,0.098290598,General
Parts Delivery Driver,0.45,27,Routine,183,Basic,0.147540984,General
Pizza Delivery Driver,0.45,26,Routine,181,Basic,0.143646409,General
School Bus Driver,0.45,25,Routine,180,Basic,0.138888889,General
Tanker Driver,0.45,28,Routine,185,Basic,0.151351351,General
Truck Driver,0.45,29,Routine,189,Basic,0.153439153,General
Trucker,0.45,28,Routine,185,Basic,0.151351351,General
Casino Manager,0.45,463,Complex,1765,Intermediate,0.262322946,Management & Administration
Dietary Manager,0.45,390,Complex,1405,Basic,0.277580071,Management & Administration
Food Production Manager,0.45,421,Complex,1428,Basic,0.294817927,Management & Administration
Gate Agent,0.45,331,Routine,1172,Basic,0.282423208,General
Hostess,0.45,276,Routine,995,Basic,0.277386935,General
Hotel Front Desk,0.45,381,Routine,1361,Basic,0.27994122,General
Hotel Receptionist,0.45,381,Routine,1359,Basic,0.280353201,General
Pediatric Oncology Nurse,0.45,372,Routine,1324,Basic,0.280966767,Healthcare
Chief Investment Officer,0.45,528,Routine,1845,Intermediate,0.286178862,General
Nurse Practitioner,0.45,365,Routine,1268,Basic,0.28785489,Healthcare
Audio Technician,0.45,463,Routine,2059,Intermediate,0.22486644,Engineering & Technology
Devops Engineer,0.45,552,Complex,2063,Intermediate,0.267571498,Engineering & Technology
Tax Director,0.45,542,Complex,1943,Intermediate,0.278950077,Management & Administration
Clinical Nurse Manager,0.45,536,Complex,1924,Intermediate,0.278586279,Management & Administration
Disability Case Manager,0.45,722,Complex,2376,Intermediate,0.303872054,Management & Administration
Insurance Sales Manager,0.45,622,Routine,2122,Intermediate,0.293119698,Management & Administration
Medical Practice Manager,0.45,609,Complex,2055,Intermediate,0.296350365,Management & Administration
Medical Records Specialist,0.45,646,Complex,2161,Intermediate,0.298935678,General
Content Developer,0.45,791,Routine,3082,Intermediate,0.256651525,General
Corporate Trainer,0.45,627,Routine,2127,Intermediate,0.294781382,General
Customer Account Manager,0.45,756,Complex,2300,Intermediate,0.328695652,Management & Administration
Division Order Analyst,0.45,626,Complex,1831,Intermediate,0.341889678,Business & Consulting
Inventory Analyst,0.45,806,Complex,2656,Intermediate,0.303463855,Business & Consulting
Lot Attendant,0.45,230,Routine,837,Basic,0.27479092,General
Operation Specialist,0.45,871,Complex,2745,Intermediate,0.317304189,General
Peoplesoft Consultant,0.45,688,Complex,2148,Intermediate,0.320297952,Business & Consulting
Process Analyst,0.45,708,Complex,2107,Intermediate,0.336022781,Business & Consulting
Process Improvement Engineer,0.45,669,Complex,2022,Intermediate,0.330860534,Engineering & Technology
Procurement Analyst,0.45,690,Complex,2048,Intermediate,0.336914063,Business & Consulting
Social Media Strategist,0.45,997,Routine,3490,Intermediate,0.285673352,General
Strategic Sourcing Manager,0.45,669,Complex,2165,Intermediate,0.309006928,Management & Administration
Advertising Sales Representative,0.45,817,Routine,2532,Intermediate,0.322669826,Sales & Marketing
Business Development Representative,0.45,957,Routine,2881,Intermediate,0.332176328,General
Field Sales Representative,0.45,695,Routine,2258,Intermediate,0.307794508,Sales & Marketing
Field Service Representative,0.45,622,Routine,1903,Intermediate,0.326852338,General
Group Sales Manager,0.45,795,Routine,2555,Intermediate,0.311154599,Management & Administration
Independent Sales Representative,0.45,508,Routine,1461,Basic,0.34770705,Sales & Marketing
Medical Sales,0.45,554,Routine,1580,Intermediate,0.350632911,Sales & Marketing
Outside Sales,0.45,727,Routine,2260,Intermediate,0.321681416,Sales & Marketing
Regional Sales Executive,0.45,743,Routine,2270,Intermediate,0.327312775,Sales & Marketing
Retail Sales Representative,0.45,674,Routine,2203,Intermediate,0.305946437,Sales & Marketing
Route Sales Representative,0.45,485,Routine,1626,Intermediate,0.298277983,Sales & Marketing
Sales Administrator,0.45,632,Routine,2117,Intermediate,0.298535664,Sales & Marketing
Sales Advisor,0.45,717,Routine,2230,Intermediate,0.321524664,Sales & Marketing
Sales Representative,0.45,736,Routine,2273,Intermediate,0.323801144,Sales & Marketing
Assistant Nurse Manager,0.45,476,Complex,1541,Intermediate,0.308890331,Management & Administration
Certified Nurse Assistant,0.45,457,Routine,1486,Basic,0.307537012,Healthcare
Graduate Nurse,0.45,261,Routine,664,Basic,0.393072289,Healthcare
Neonatal Nurse,0.45,298,Routine,892,Basic,0.334080717,Healthcare
Nurse Assistant,0.45,321,Routine,931,Basic,0.344790548,Healthcare
Linux Administrator,0.46,483,Routine,1856,Intermediate,0.260237069,General
Middleware Engineer,0.46,488,Complex,1923,Intermediate,0.253770151,Engineering & Technology
It Recruiter,0.47,489,Routine,1602,Intermediate,0.305243446,General
Junior Web Developer,0.47,526,Routine,2020,Intermediate,0.26039604,General
Safety Supervisor,0.48,160,Routine,1652,Intermediate,0.0968523,General
Security Coordinator,0.48,148,Routine,1607,Intermediate,0.092097075,General
Automotive Service Technician,0.48,166,Routine,722,Basic,0.229916898,Engineering & Technology
Broadband Technician,0.48,391,Routine,1695,Intermediate,0.230678466,Engineering & Technology
Computer Systems Analyst,0.48,549,Complex,2019,Intermediate,0.27191679,Business & Consulting
Control Engineer,0.48,473,Complex,1839,Intermediate,0.257205003,Engineering & Technology
Embedded Engineer,0.48,477,Complex,1899,Intermediate,0.251184834,Engineering & Technology
Help Desk Administrator,0.48,599,Routine,2279,Intermediate,0.262834577,General
Help Desk Analyst,0.48,603,Complex,2284,Intermediate,0.264010508,Business & Consulting
Integration Developer,0.48,503,Routine,1957,Intermediate,0.25702606,General
Private Investigator,0.49,63,Routine,395,Basic,0.159493671,General
Senior Product Manager,0.5,161,Complex,1257,Basic,0.128082737,Management & Administration
Dealer,0.5,54,Routine,369,Basic,0.146341463,General
Personal Shopper,0.5,71,Routine,543,Basic,0.130755064,General
Store Shopper,0.5,64,Routine,529,Basic,0.120982987,General
Electrical Engineer,0.5,130,Complex,847,Basic,0.153482881,Engineering & Technology
Fabrication Manager,0.5,114,Complex,805,Basic,0.141614907,Management & Administration
Quantity Surveyor,0.5,80,Routine,636,Basic,0.125786164,General
Surveyor,0.5,80,Routine,680,Basic,0.117647059,General
Commercial Underwriter,0.5,179,Routine,1514,Intermediate,0.118229855,General
Insurance Analyst,0.5,186,Complex,1529,Intermediate,0.121648136,Business & Consulting
Licensed Insurance Agent,0.5,104,Routine,846,Basic,0.122931442,General
Property Claims Adjuster,0.5,91,Routine,766,Basic,0.118798956,General
Healthcare Consultant,0.5,190,Complex,1528,Intermediate,0.12434555,Business & Consulting
Medical Administrative Assistant,0.5,115,Routine,848,Basic,0.135613208,General
Medical Consultant,0.5,100,Complex,779,Basic,0.128369705,Business & Consulting
Medical Office Specialist,0.5,117,Complex,887,Basic,0.131905299,General
Patient Account Representative,0.5,103,Routine,813,Basic,0.126691267,General
Pharmacy Technician Trainee,0.5,48,Routine,501,Basic,0.095808383,Engineering & Technology
Eligibility Specialist,0.5,154,Complex,1110,Basic,0.138738739,General
Eligibility Worker,0.5,153,Routine,1109,Basic,0.137962128,General
Mail Carrier,0.5,41,Routine,390,Basic,0.105128205,General
Professional Organizer,0.5,61,Routine,488,Basic,0.125,General
Buyer Planner,0.5,183,Routine,1289,Basic,0.14197052,General
Export Specialist,0.5,167,Complex,1167,Basic,0.143101971,General
Gas Controller,0.5,122,Routine,802,Basic,0.152119701,General
Logistics Assistant,0.5,139,Routine,1138,Basic,0.122144112,General
Materials Coordinator,0.5,135,Routine,974,Basic,0.138603696,General
Procurement Specialist,0.5,150,Complex,1190,Basic,0.12605042,General
Purchasing Analyst,0.5,147,Complex,1149,Basic,0.127937337,Business & Consulting
Service Manager,0.5,114,Complex,911,Basic,0.125137212,Management & Administration
Sourcing Specialist,0.5,148,Complex,1195,Basic,0.123849372,General
Assistant Media Planner,0.5,206,Routine,1797,Intermediate,0.114635504,General
Broadcast Producer,0.5,179,Routine,1516,Intermediate,0.118073879,General
Communications Associate,0.5,207,Routine,1797,Intermediate,0.115191987,General
Digital Media Specialist,0.5,286,Complex,2430,Intermediate,0.117695473,General
Video Coordinator,0.5,206,Routine,1660,Intermediate,0.124096386,General
Etl Tester,0.5,159,Routine,1100,Basic,0.144545455,General
Qa Tester,0.5,280,Routine,2236,Intermediate,0.125223614,General
Quality Assurance Tester,0.5,280,Routine,2236,Intermediate,0.125223614,General
Software Qa Engineer,0.5,277,Complex,2231,Intermediate,0.12415957,Engineering & Technology
Software Quality Assurance,0.5,275,Routine,2220,Intermediate,0.123873874,General
Software Quality Assurance Engineer,0.5,276,Complex,2219,Intermediate,0.124380352,Engineering & Technology
Software Test Engineer,0.5,272,Complex,2209,Intermediate,0.123132639,Engineering & Technology
Software Tester,0.5,272,Routine,2209,Intermediate,0.123132639,General
Test Analyst,0.5,252,Complex,2050,Intermediate,0.122926829,Business & Consulting
Test Engineer,0.5,130,Complex,986,Basic,0.131845842,Engineering & Technology
Tester,0.5,134,Routine,1008,Basic,0.132936508,General
Java Consultant,0.5,186,Complex,1290,Basic,0.144186047,Business & Consulting
CPR Instructor,0.5,64,Routine,489,Basic,0.130879346,Education
Community Health Educator,0.5,155,Routine,1155,Basic,0.134199134,General
Curriculum Developer,0.5,157,Routine,1406,Basic,0.111664296,General
Day Care Teacher,0.5,74,Complex,566,Basic,0.130742049,Education
Early Childhood Teacher,0.5,73,Complex,562,Basic,0.129893238,Education
Educational Consultant,0.5,162,Complex,1458,Basic,0.111111111,Business & Consulting
Flight Instructor,0.5,55,Routine,399,Basic,0.137844612,Education
Training Consultant,0.5,125,Complex,930,Basic,0.134408602,Business & Consulting
3D Animator,0.5,132,Routine,1041,Basic,0.126801153,General
3D Artist,0.5,156,Routine,1190,Basic,0.131092437,General
Architectural Draftsman,0.5,137,Routine,932,Basic,0.146995708,General
Digital Artist,0.5,240,Routine,2063,Intermediate,0.116335434,General
