Job Titles,AI Impact,Tasks,AI Models,AI Workload Ratio,Domain
Video Coordinator,0.50,206,1660,0.124096386,Leadership & Strategy
Etl Tester,0.50,159,1100,0.144545455,Medical & Healthcare
Qa Tester,0.50,280,2236,0.125223614,Supply Chain & Logistics
Quality Assurance Tester,0.50,280,2236,0.125223614,Law Enforcement
Software Qa Engineer,0.50,277,2231,0.12415957,Construction
Software Quality Assurance,0.50,275,2220,0.123873874,Sales & Marketing
Software Quality Assurance Engineer,0.50,276,2219,0.124380352,Hospitality
Software Test Engineer,0.50,272,2209,0.123132639,Communication & PR
Software Tester,0.50,272,2209,0.123132639,Data & IT
Test Analyst,0.50,252,2050,0.122926829,Administrative & Clerical
Test Engineer,0.50,130,986,0.131845842,Leadership & Strategy
Tester,0.50,134,1008,0.132936508,Medical & Healthcare
Java Consultant,0.50,186,1290,0.144186047,Supply Chain & Logistics
CPR Instructor,0.50,64,489,0.130879346,Law Enforcement
Community Health Educator,0.50,155,1155,0.134199134,Construction
Curriculum Developer,0.50,157,1406,0.111664296,Sales & Marketing
Day Care Teacher,0.50,74,566,0.130742049,Hospitality
Early Childhood Teacher,0.50,73,562,0.129893238,Communication & PR
Educational Consultant,0.50,162,1458,0.111111111,Data & IT
Flight Instructor,0.50,55,399,0.137844612,Administrative & Clerical
Training Consultant,0.50,125,930,0.134408602,Leadership & Strategy
3D Animator,0.50,132,1041,0.126801153,Medical & Healthcare
3D Artist,0.50,156,1190,0.131092437,Supply Chain & Logistics
Architectural Draftsman,0.50,137,932,0.146995708,Law Enforcement
Digital Artist,0.50,240,2063,0.116335434,Construction
Draftsman,0.50,149,1375,0.108363636,Sales & Marketing
Graphic Artist,0.50,238,2083,0.114258281,Hospitality
CNA,0.50,31,233,0.13304721,Communication & PR
Clinical Pharmacist,0.50,93,745,0.124832215,Data & IT
Compounder,0.50,59,487,0.121149897,Administrative & Clerical
Dental Ceramist,0.50,49,365,0.134246575,Leadership & Strategy
Dental Lab Technician,0.50,49,347,0.141210375,Medical & Healthcare
Dental Technician,0.50,50,350,0.142857143,Supply Chain & Logistics
Dialysis Technician,0.50,54,491,0.109979633,Law Enforcement
Hemodialysis Technician,0.50,49,397,0.123425693,Construction
Hospital Cleaner,0.50,20,240,0.083333333,Sales & Marketing
Hospital Pharmacist,0.50,86,727,0.11829436,Hospitality
Medical Assembler,0.50,54,493,0.109533469,Communication & PR
Programmer,0.50,218,1891,0.115282919,Data & IT
Senior Programmer,0.50,217,1894,0.114572334,Administrative & Clerical
Software Programmer,0.50,219,1900,0.115263158,Leadership & Strategy
Web Programmer,0.50,148,1080,0.137037037,Medical & Healthcare
Cognos Developer,0.50,161,1098,0.146630237,Supply Chain & Logistics
Pricing Analyst,0.50,144,1055,0.136492891,Law Enforcement
Sap Business Analyst,0.50,196,1580,0.124050633,Construction
Business Data Analyst,0.50,207,1500,0.138,Sales & Marketing
Senior Design Engineer,0.50,163,1621,0.100555213,Hospitality
Ux Designer,0.50,129,993,0.129909366,Communication & PR
Hris Analyst,0.50,175,1363,0.12839325,Data & IT
Talent Acquisition,0.50,126,1096,0.114963504,Administrative & Clerical
Talent Acquisition Manager,0.50,125,1095,0.114155251,Leadership & Strategy
Talent Acquisition Specialist,0.50,126,1096,0.114963504,Medical & Healthcare
Paralegal,0.50,144,982,0.146639511,Supply Chain & Logistics
Title Examiner,0.50,124,938,0.132196162,Law Enforcement
Fundraiser,0.50,164,1393,0.117731515,Construction
Underwriting Assistant,0.50,126,957,0.131661442,Sales & Marketing
Analytical Scientist,0.50,124,912,0.135964912,Hospitality
Biochemist,0.50,113,828,0.13647343,Communication & PR
Chemical Engineer,0.50,116,845,0.137278107,Data & IT
Chemical Technician,0.50,106,795,0.133333333,Administrative & Clerical
Telemetry Technician,0.50,85,689,0.123367199,Leadership & Strategy
Actuarial Analyst,0.50,160,1519,0.105332456,Medical & Healthcare
Bursar,0.50,146,1045,0.139712919,Supply Chain & Logistics
Cash Manager,0.50,169,1250,0.1352,Law Enforcement
Compensation Manager,0.50,170,1254,0.135566188,Construction
Cost Accounting Manager,0.50,156,1101,0.141689373,Sales & Marketing
Cost Estimator,0.50,164,1138,0.144112478,Hospitality
Junior Loan Processor,0.50,130,954,0.136268344,Communication & PR
Junior Underwriter,0.50,123,932,0.131974249,Data & IT
Loan Processor,0.50,129,962,0.134095634,Administrative & Clerical
Mortgage Processor,0.50,127,960,0.132291667,Leadership & Strategy
Mortgage Underwriter,0.50,125,954,0.131027254,Medical & Healthcare
Tax Advisor,0.50,112,866,0.129330254,Supply Chain & Logistics
Tax Consultant,0.50,114,870,0.131034483,Law Enforcement
Tax Specialist,0.50,114,870,0.131034483,Construction
Trading Analyst,0.50,148,1070,0.138317757,Sales & Marketing
Travel Manager,0.50,116,931,0.124597207,Hospitality
Armed Security Officer,0.50,75,569,0.131810193,Communication & PR
Bouncer,0.50,25,238,0.105042017,Data & IT
Clinical Trial Associate,0.50,162,1197,0.135338346,Administrative & Clerical
Fire Safety Director,0.50,85,628,0.135350318,Leadership & Strategy
Fraud Investigator,0.50,169,1270,0.133070866,Medical & Healthcare
Intelligence Specialist,0.50,177,1247,0.141940658,Supply Chain & Logistics
Loss Prevention Officer,0.50,70,540,0.12962963,Law Enforcement
Police Records Clerk,0.50,59,623,0.09470305,Construction
Safety Director,0.50,69,540,0.127777778,Sales & Marketing
Safety Inspector,0.50,67,523,0.128107075,Hospitality
Security Specialist,0.50,92,735,0.125170068,Communication & PR
Surveillance Investigator,0.50,82,673,0.121842496,Data & IT
Business Analyst,0.50,218,1726,0.126303592,Administrative & Clerical
Construction Estimator,0.50,163,1111,0.146714671,Leadership & Strategy
Crm Administrator,0.50,183,1401,0.130620985,Medical & Healthcare
Etl Informatica Developer,0.50,161,1087,0.148114075,Supply Chain & Logistics
Help Desk Technician,0.50,204,1563,0.130518234,Law Enforcement
It Engineer,0.50,188,1290,0.145736434,Construction
Linux Engineer,0.50,189,1387,0.136265321,Sales & Marketing
Linux System Administrator,0.50,189,1387,0.136265321,Hospitality
Network Administrator,0.50,186,1666,0.111644658,Communication & PR
Network Security Administrator,0.50,175,1681,0.1041047,Data & IT
Sap Basis Administrator,0.50,170,1248,0.136217949,Administrative & Clerical
Security Administrator,0.50,160,1233,0.129764801,Leadership & Strategy
Security Architect,0.50,167,1603,0.104179663,Medical & Healthcare
Solution Architect,0.50,205,1543,0.132858069,Supply Chain & Logistics
System Administrator,0.50,182,1261,0.144329897,Law Enforcement
Systems Programmer,0.50,202,1686,0.119810202,Construction
Technical Support Analyst,0.50,220,1796,0.122494432,Sales & Marketing
Technical Support Specialist,0.50,219,1795,0.122005571,Hospitality
Technology Analyst,0.50,240,1729,0.13880856,Communication & PR
Vmware Engineer,0.50,139,1048,0.132633588,Data & IT
Wireless Network Engineer,0.50,142,1054,0.134724858,Administrative & Clerical
Mobile Engineer,0.50,137,1106,0.123869801,Leadership & Strategy
R&D Engineer,0.50,153,1151,0.132927889,Medical & Healthcare
Research And Development Engineer,0.50,154,1152,0.133680556,Supply Chain & Logistics
Wireless Engineer,0.50,142,1054,0.134724858,Law Enforcement
Administrative Manager,0.50,288,2547,0.113074205,Construction
Credentialing Coordinator,0.50,164,1261,0.130055511,Sales & Marketing
Credentialing Specialist,0.50,164,1261,0.130055511,Hospitality
Document Controller,0.50,202,1569,0.128744423,Communication & PR
Enrollment Specialist,0.50,177,1458,0.121399177,Data & IT
Facilities Coordinator,0.50,156,1117,0.139659803,Administrative & Clerical
Fraud Specialist,0.50,176,1320,0.133333333,Leadership & Strategy
Office Receptionist,0.50,79,658,0.12006079,Medical & Healthcare
Program Evaluator,0.50,114,964,0.118257261,Supply Chain & Logistics
Receptionist,0.50,81,662,0.122356495,Law Enforcement
Referral Coordinator,0.50,114,858,0.132867133,Construction
Referral Specialist,0.50,113,857,0.131855309,Sales & Marketing
Security Receptionist,0.50,44,381,0.115485564,Hospitality
Unit Clerk,0.50,76,782,0.097186701,Communication & PR
Ward Clerk,0.50,74,701,0.105563481,Data & IT
Cdl Driver,0.50,32,284,0.112676056,Administrative & Clerical
Class A Driver,0.50,32,271,0.118081181,Leadership & Strategy
Class B CDL,0.50,31,254,0.122047244,Medical & Healthcare
Class B Driver,0.50,31,254,0.122047244,Supply Chain & Logistics
Commercial Driver,0.50,32,284,0.112676056,Law Enforcement
Otr Truck Driver,0.50,31,347,0.089337176,Construction
Tractor Trailer Driver,0.50,52,558,0.093189964,Sales & Marketing
Blackjack Dealer,0.50,53,368,0.144021739,Hospitality
Casino Dealer,0.50,54,361,0.149584488,Communication & PR
Optician,0.50,49,503,0.097415507,Data & IT
Senior Pharmacy Technician,0.50,46,506,0.090909091,Administrative & Clerical
Surgical First Assistant,0.50,35,371,0.094339623,Leadership & Strategy
Surgical Physician Assistant,0.50,35,371,0.094339623,Medical & Healthcare
Cabin Cleaner,0.50,20,240,0.083333333,Supply Chain & Logistics
Cable Installation Technician,0.50,65,458,0.141921397,Law Enforcement
Cable Technician,0.50,63,451,0.139689579,Construction
Instrumentation Technician,0.50,116,719,0.161335188,Sales & Marketing
Interior Painter,0.50,35,351,0.0997151,Hospitality
Manufacturing Operator,0.50,58,512,0.11328125,Communication & PR
Asset Protection Manager,0.50,183,1823,0.100383982,Data & IT
Icu Nurse,0.50,31,216,0.143518519,Administrative & Clerical
Travel Nurse,0.50,29,198,0.146464646,Leadership & Strategy
Car Detailer,0.50,51,601,0.084858569,Medical & Healthcare
Package Handler,0.50,112,1318,0.084977238,Supply Chain & Logistics
Packager,0.50,111,1316,0.084346505,Law Enforcement
Document Control Manager,0.50,243,2055,0.118248175,Construction
Escrow Officer,0.50,197,1823,0.108063631,Sales & Marketing
Clinical Trial Manager,0.50,173,1744,0.099197248,Hospitality
Computer Programmer,0.50,154,1667,0.092381524,Communication & PR
Information Architect,0.50,231,2053,0.112518266,Data & IT
Clinic Manager,0.50,182,1782,0.102132435,Administrative & Clerical
Tax Auditor,0.50,185,1867,0.099089448,Leadership & Strategy
Business Associate,0.50,229,2087,0.109726881,Medical & Healthcare
Travel Rn,0.50,28,197,0.14213198,Supply Chain & Logistics
Business Process Manager,0.50,671,2162,0.310360777,Law Enforcement
Statistician,0.50,165,1537,0.107351984,Construction
Digital Account Executive,0.50,743,2770,0.268231047,Sales & Marketing
Inside Sales Executive,0.50,564,1855,0.304043127,Hospitality
Medical Sales Representative,0.50,530,1676,0.316229117,Communication & PR
Outside Sales Rep,0.50,210,1948,0.107802875,Data & IT
Outside Sales Representative,0.50,211,1949,0.108260646,Administrative & Clerical
Pre Sales Consultant,0.50,208,1948,0.106776181,Leadership & Strategy
Regional Sales Representative,0.50,216,1967,0.109811896,Medical & Healthcare
Sales Account Manager,0.50,212,1950,0.108717949,Supply Chain & Logistics
Sales Analyst,0.50,212,1978,0.107178969,Law Enforcement
Sales Executive,0.50,207,1933,0.107087429,Construction
Sales Marketing,0.50,211,2001,0.105447276,Sales & Marketing
Sales Support Specialist,0.50,211,1966,0.107324517,Hospitality
Agency Nurse,0.50,333,1214,0.274299835,Communication & PR
Er Nurse,0.50,318,1122,0.28342246,Data & IT
Nurse Rn,0.50,384,1421,0.270232231,Administrative & Clerical
Nursing Assistant,0.50,34,219,0.155251142,Leadership & Strategy
Spanish Interpreter,0.50,122,1051,0.116079924,Medical & Healthcare
Cad Engineer,0.50,547,2314,0.236387208,Supply Chain & Logistics
Hardware Engineer,0.50,465,1829,0.254237288,Law Enforcement
Restaurant Host,0.50,36,300,0.12,Construction
Child Life Specialist,0.50,452,1561,0.289557976,Sales & Marketing
Early Intervention Specialist,0.50,418,1440,0.290277778,Hospitality
Interior Decorator,0.50,408,1792,0.227678571,Communication & PR
Criminal Analyst,0.50,470,1602,0.293383271,Data & IT
Evidence Technician,0.50,380,1370,0.277372263,Administrative & Clerical
Loss Prevention Investigator,0.50,390,1376,0.283430233,Leadership & Strategy
Product Marketing Manager,0.51,173,1350,0.128148148,Law Enforcement
Project Controller,0.51,155,1215,0.127572016,Construction
Marketing Project Manager,0.52,178,1396,0.127507163,Medical & Healthcare
Pmo Manager,0.52,148,1192,0.124161074,Supply Chain & Logistics
Business Project Manager,0.53,207,1602,0.129213483,Data & IT
Commercial Project Manager,0.53,197,1459,0.135023989,Administrative & Clerical
Implementation Project Manager,0.53,206,1608,0.128109453,Leadership & Strategy
Vp Marketing,0.54,136,981,0.138634047,Communication & PR
Environmental Project Manager,0.55,110,869,0.126582278,Law Enforcement
Clerk,0.55,85,830,0.102409639,Construction
Commodity Buyer,0.55,147,1117,0.131602507,Sales & Marketing
Infrastructure Analyst,0.55,148,1095,0.135159817,Hospitality
Landscape Architect,0.55,89,1074,0.082867784,Communication & PR
Associate Creative Director,0.55,147,1115,0.131838565,Data & IT
Claims Manager,0.55,124,956,0.129707113,Administrative & Clerical
Administration Manager,0.55,111,1059,0.104815864,Leadership & Strategy
Department Assistant,0.55,101,947,0.106652587,Medical & Healthcare
Document Specialist,0.55,111,911,0.121844127,Supply Chain & Logistics
Executive Administrator,0.55,105,979,0.107252298,Law Enforcement
Front Desk Assistant,0.55,91,815,0.111656442,Construction
Implementation Specialist,0.55,155,1219,0.127153404,Sales & Marketing
Avionics Technician,0.55,73,638,0.114420063,Hospitality
Custodial Worker,0.55,44,485,0.090721649,Communication & PR
Dock Worker,0.55,46,486,0.094650206,Data & IT
Facilities Maintenance,0.55,66,578,0.114186851,Administrative & Clerical
Fiber Optic Splicer,0.55,67,629,0.106518283,Leadership & Strategy
Fiber Optic Technician,0.55,68,632,0.107594937,Medical & Healthcare
Analyst,0.55,162,1144,0.141608392,Supply Chain & Logistics
Customer Care Representative,0.55,121,1083,0.111726685,Law Enforcement
Proposal Manager,0.55,169,1340,0.126119403,Construction
Sales Development Representative,0.55,165,1417,0.11644319,Sales & Marketing
Mathematician,0.55,75,736,0.101902174,Hospitality
Aerospace Engineer,0.55,89,749,0.1188251,Communication & PR
Cad Designer,0.55,124,1265,0.098023715,Data & IT
Child Psychologist,0.55,52,581,0.089500861,Administrative & Clerical
Criminalist,0.55,73,670,0.108955224,Leadership & Strategy
Forensic Engineer,0.55,85,747,0.113788487,Medical & Healthcare
Forensic Specialist,0.55,85,743,0.114401077,Supply Chain & Logistics
Security Manager,0.55,101,833,0.121248499,Law Enforcement
Edi Developer,0.55,114,746,0.152815013,Construction
Embedded Software Engineer,0.55,117,763,0.153342071,Sales & Marketing
Financial Systems Analyst,0.55,163,1195,0.136401674,Hospitality
Fpga Design Engineer,0.55,130,998,0.130260521,Communication & PR
It Security Engineer,0.55,139,1071,0.129785247,Data & IT
Linux System Engineer,0.55,143,1061,0.134778511,Administrative & Clerical
Network Engineer,0.55,141,1049,0.134413727,Leadership & Strategy
Network Security Engineer,0.55,142,1056,0.134469697,Medical & Healthcare
Network Support Engineer,0.55,141,1049,0.134413727,Supply Chain & Logistics
Network Systems Engineer,0.55,141,1049,0.134413727,Law Enforcement
Senior Systems Analyst,0.55,155,1123,0.138023152,Construction
System Engineer,0.55,143,1058,0.135160681,Sales & Marketing
Systems Engineer,0.55,144,1062,0.13559322,Hospitality
Business Controller,0.55,126,1017,0.123893805,Communication & PR
Delivery Manager,0.55,138,1036,0.133204633,Data & IT
Tax Associate,0.55,128,1017,0.125860374,Administrative & Clerical
Medical Administrative Specialist,0.55,101,919,0.109902067,Leadership & Strategy
Tax Professional,0.55,128,1017,0.125860374,Medical & Healthcare
Insurance Producer,0.55,110,853,0.128956624,Supply Chain & Logistics
Specialist,0.55,169,1195,0.141422594,Law Enforcement
Contracts Manager,0.55,130,985,0.131979695,Construction
Billing Manager,0.55,175,1434,0.122036262,Sales & Marketing
Sourcing Analyst,0.55,151,1204,0.125415282,Hospitality
Auto Sales,0.55,147,1318,0.111532625,Communication & PR
Inside Sales Associate,0.55,193,1720,0.112209302,Data & IT
Inside Sales Representative,0.55,192,1716,0.111888112,Administrative & Clerical
Insurance Sales Agent,0.55,179,1628,0.10995086,Leadership & Strategy
National Account Executive,0.55,115,1014,0.113412229,Medical & Healthcare
Pharmaceutical Sales Representative,0.55,120,1045,0.114832536,Supply Chain & Logistics
Sales Account Executive,0.55,117,1018,0.114931238,Law Enforcement
Sales Agent,0.55,118,1034,0.114119923,Construction
Nurse Aide,0.55,49,439,0.111617312,Sales & Marketing
Nurse Technician,0.55,50,447,0.111856823,Hospitality
Nursing Attendant,0.55,54,480,0.1125,Communication & PR
Traveling Nurse,0.55,52,533,0.097560976,Data & IT
Bookseller,0.55,81,661,0.122541604,Administrative & Clerical
Freelance Translator,0.55,133,1125,0.118222222,Leadership & Strategy
Applications Engineer,0.55,177,1302,0.1359447,Medical & Healthcare
Digital Marketing,0.55,236,1946,0.121274409,Supply Chain & Logistics
Digital Marketing Analyst,0.55,240,1911,0.125588697,Law Enforcement
Digital Marketing Consultant,0.55,238,1911,0.124542125,Construction
Digital Marketing Coordinator,0.55,241,1923,0.125325013,Sales & Marketing
Digital Marketing Manager,0.55,240,1920,0.125,Hospitality
Digital Marketing Specialist,0.55,241,1923,0.125325013,Communication & PR
Digital Marketing Strategist,0.55,238,1912,0.124476987,Data & IT
Email Marketing Specialist,0.55,232,1857,0.124932687,Administrative & Clerical
Marketing Automation Specialist,0.55,201,1931,0.104091144,Leadership & Strategy
Marketing Consultant,0.55,200,1637,0.12217471,Medical & Healthcare
Marketing Operations Manager,0.55,165,1338,0.123318386,Supply Chain & Logistics
Social Media Analyst,0.55,247,2115,0.11678487,Law Enforcement
Social Media Consultant,0.55,241,2114,0.114001892,Construction
Social Media Marketing,0.55,259,2183,0.118644068,Sales & Marketing
Vice President Of Marketing,0.55,132,976,0.135245902,Hospitality
Assistant Producer,0.57,118,924,0.127705628,Administrative & Clerical
Communications Consultant,0.57,139,1033,0.134559535,Leadership & Strategy
Content Producer,0.57,216,1506,0.143426295,Medical & Healthcare
Clinical Project Manager,0.57,121,942,0.128450106,Supply Chain & Logistics
Retail Buyer,0.58,158,1126,0.140319716,Data & IT
Purchaser,0.59,142,1024,0.138671875,Communication & PR
Seo Manager,0.60,166,1334,0.124437781,Communication & PR
Seo Specialist,0.60,168,1356,0.123893805,Data & IT
Creative Project Manager,0.60,169,1604,0.105361596,Administrative & Clerical
Erp Project Manager,0.60,162,1497,0.108216433,Leadership & Strategy
Healthcare Project Manager,0.60,169,1539,0.109811566,Medical & Healthcare
Product Manager,0.60,195,1732,0.112586605,Supply Chain & Logistics
Project Consultant,0.60,183,1636,0.111858191,Law Enforcement
Project Manager,0.60,190,1686,0.112692764,Construction
Customer Assistant,0.60,167,1340,0.124626866,Sales & Marketing
Drafter,0.60,165,1622,0.101726264,Hospitality
Junior Architect,0.60,148,1581,0.093611638,Communication & PR
Space Planner,0.60,162,1553,0.104314231,Data & IT
Truss Designer,0.60,160,1521,0.105193951,Administrative & Clerical
Urban Planner,0.60,164,1559,0.105195638,Leadership & Strategy
Insurance Sales,0.60,135,1031,0.130940834,Medical & Healthcare
Insurance Sales Representative,0.60,135,1031,0.130940834,Supply Chain & Logistics
Life Insurance Agent,0.60,133,1025,0.129756098,Law Enforcement
Java Software Engineer,0.60,110,796,0.138190955,Construction
Java Web Developer,0.60,110,796,0.138190955,Sales & Marketing
Junior Developer,0.60,114,810,0.140740741,Hospitality
Performance Analyst,0.60,176,1339,0.131441374,Communication & PR
Risk Management Analyst,0.60,197,1658,0.118817853,Data & IT
Salesforce Business Analyst,0.60,208,1694,0.122786305,Administrative & Clerical
Data Analyst,0.60,217,1405,0.154448399,Leadership & Strategy
Database Architect,0.60,170,1564,0.108695652,Medical & Healthcare
Health Data Analyst,0.60,206,1372,0.150145773,Supply Chain & Logistics
Sql Dba,0.60,147,1447,0.101589496,Law Enforcement
Sql Server Dba,0.60,148,1455,0.101718213,Construction
Shipping Clerk,0.60,141,1102,0.127949183,Sales & Marketing
Timekeeper,0.60,97,843,0.115065243,Hospitality
Administration,0.60,108,879,0.122866894,Communication & PR
Administrative Director,0.60,120,937,0.128068303,Data & IT
Assistant Administrator,0.60,119,926,0.128509719,Administrative & Clerical
Compliance Analyst,0.60,187,1309,0.142857143,Leadership & Strategy
Front Desk Coordinator,0.60,105,855,0.122807018,Medical & Healthcare
Office Clerk,0.60,98,822,0.119221411,Supply Chain & Logistics
Operations Clerk,0.60,108,890,0.121348315,Law Enforcement
Procurement Clerk,0.60,115,907,0.126791621,Construction
Receiver,0.60,50,311,0.160771704,Sales & Marketing
Registration Clerk,0.60,85,710,0.11971831,Hospitality
Registration Specialist,0.60,90,756,0.119047619,Communication & PR
Unit Secretary,0.60,96,834,0.115107914,Data & IT
Healthcare Business Analyst,0.60,206,1671,0.123279473,Administrative & Clerical
Surgery Scheduler,0.60,81,815,0.099386503,Leadership & Strategy
Post Office,0.60,73,516,0.141472868,Medical & Healthcare
Demand Planner,0.60,154,1120,0.1375,Supply Chain & Logistics
Logistics Coordinator,0.60,158,1201,0.131557036,Law Enforcement
Procurement Agent,0.60,156,1123,0.138913624,Construction
Purchasing Coordinator,0.60,158,1201,0.131557036,Sales & Marketing
Shipping Coordinator,0.60,160,1175,0.136170213,Hospitality
Supply Chain Coordinator,0.60,157,1200,0.130833333,Communication & PR
Supply Coordinator,0.60,156,1196,0.130434783,Data & IT
Assignment Editor,0.60,148,1187,0.124684078,Administrative & Clerical
Front Desk Agent,0.60,108,878,0.123006834,Leadership & Strategy
Radio Operator,0.60,124,890,0.139325843,Medical & Healthcare
Manual Qa Tester,0.60,121,1053,0.114909782,Supply Chain & Logistics
Manual Tester,0.60,121,1016,0.119094488,Law Enforcement
Coldfusion Developer,0.60,108,735,0.146938776,Construction
Computer Scientist,0.60,118,779,0.151476252,Sales & Marketing
Drupal Developer,0.60,108,776,0.139175258,Hospitality
Java,0.60,103,740,0.139189189,Communication & PR
Java Developer,0.60,109,769,0.141742523,Data & IT
Java Engineer,0.60,110,796,0.138190955,Administrative & Clerical
Java Programmer,0.60,110,796,0.138190955,Leadership & Strategy
Java Software Developer,0.60,110,796,0.138190955,Medical & Healthcare
Home Inspector,0.60,69,521,0.13243762,Supply Chain & Logistics
Biomedical Engineer,0.60,102,732,0.139344262,Law Enforcement
Biotechnology,0.60,97,694,0.139769452,Construction
Environmental Engineer,0.60,115,757,0.151915456,Sales & Marketing
Industrial Organizational Psychologist,0.60,90,685,0.131386861,Hospitality
Accounts Payable,0.60,154,1154,0.133448873,Communication & PR
Auditor,0.60,162,1260,0.128571429,Data & IT
Budget Analyst,0.60,165,1165,0.141630901,Administrative & Clerical
Collection Agent,0.60,173,1283,0.134840218,Leadership & Strategy
Collection Representative,0.60,181,1646,0.109963548,Medical & Healthcare
Collection Specialist,0.60,184,1663,0.110643416,Supply Chain & Logistics
Collections Specialist,0.60,184,1663,0.110643416,Law Enforcement
Compliance Auditor,0.60,190,1329,0.142964635,Construction
Cost Controller,0.60,195,1655,0.117824773,Sales & Marketing
Credit Controller,0.60,192,1647,0.116575592,Hospitality
Debt Collector,0.60,182,1357,0.134119381,Communication & PR
Exchange Engineer,0.60,149,1158,0.128670121,Data & IT
Financial Engineer,0.60,192,1635,0.117431193,Administrative & Clerical
Financial Examiner,0.60,192,1325,0.14490566,Leadership & Strategy
Loan Closer,0.60,178,1593,0.111738858,Medical & Healthcare
Mortgage Closer,0.60,149,1193,0.124895222,Supply Chain & Logistics
Mortgage Loan Closer,0.60,149,1193,0.124895222,Law Enforcement
Processor,0.60,131,1133,0.115622242,Construction
Trader,0.60,161,1479,0.108857336,Sales & Marketing
Treasury Accountant,0.60,183,1563,0.117082534,Hospitality
Clinical Analyst,0.60,201,1666,0.120648259,Communication & PR
Meter Reader,0.60,28,240,0.116666667,Data & IT
Gas Station Attendant,0.60,28,239,0.117154812,Administrative & Clerical
Lactation Consultant,0.60,72,540,0.133333333,Leadership & Strategy
Ticket Taker,0.60,54,349,0.154727794,Medical & Healthcare
Usher,0.60,52,355,0.146478873,Supply Chain & Logistics
911 Dispatcher,0.60,133,1008,0.131944444,Law Enforcement
911 Operator,0.60,133,1007,0.132075472,Construction
Fingerprint Technician,0.60,116,1076,0.107806691,Sales & Marketing
Forensic Examiner,0.60,125,1385,0.090252708,Hospitality
Forensic Scientist,0.60,129,1396,0.092406877,Communication & PR
Intelligence,0.60,148,1439,0.102849201,Data & IT
Military Analyst,0.60,168,1517,0.110744891,Administrative & Clerical
Safety Coordinator,0.60,1,2,0.5,Leadership & Strategy
Security Technician,0.60,117,854,0.137002342,Medical & Healthcare
Skip Tracer,0.60,103,745,0.138255034,Supply Chain & Logistics
Information Analyst,0.60,155,1192,0.130033557,Law Enforcement
Information Specialist,0.60,153,1186,0.129005059,Construction
Network Systems Administrator,0.60,126,1371,0.09190372,Sales & Marketing
Senior Systems Engineer,0.60,129,1344,0.095982143,Hospitality
Software Engineer,0.60,133,1342,0.099105812,Communication & PR
Systems Administrator,0.60,132,1398,0.094420601,Data & IT
Systems Analyst,0.60,168,1558,0.107830552,Administrative & Clerical
Unix Administrator,0.60,125,1355,0.092250923,Leadership & Strategy
Unix System Administrator,0.60,121,1340,0.090298507,Medical & Healthcare
Vmware Administrator,0.60,125,1355,0.092250923,Supply Chain & Logistics
Windows Administrator,0.60,121,812,0.149014778,Law Enforcement
Windows System Administrator,0.60,121,812,0.149014778,Construction
Registered Dental Assistant,0.60,42,360,0.116666667,Sales & Marketing
Registered Medical Assistant,0.60,43,364,0.118131868,Hospitality
Surgical Assistant,0.60,44,375,0.117333333,Communication & PR
Carpet Cleaner,0.60,6,133,0.045112782,Data & IT
Custodian,0.60,8,151,0.052980132,Administrative & Clerical
General Laborer,0.60,9,138,0.065217391,Leadership & Strategy
Housekeeping Attendant,0.60,9,138,0.065217391,Medical & Healthcare
Assembly Line Worker,0.60,39,315,0.123809524,Supply Chain & Logistics
Assembly Worker,0.60,37,303,0.122112211,Law Enforcement
Forklift,0.60,22,166,0.13253012,Construction
Master Control Operator,0.60,120,1201,0.099916736,Sales & Marketing
Curriculum Designer,0.60,170,1325,0.128301887,Hospitality
Curriculum Specialist,0.60,164,1213,0.135201979,Communication & PR
Epic Trainer,0.60,109,900,0.121111111,Data & IT
Virtual Teacher,0.60,121,1037,0.116682739,Administrative & Clerical
3D Modeler,0.60,204,1735,0.117579251,Leadership & Strategy
Compositor,0.60,193,1696,0.11379717,Medical & Healthcare
Fx Artist,0.60,190,1638,0.115995116,Supply Chain & Logistics
Game Developer,0.60,211,1781,0.118472768,Law Enforcement
Accessioner,0.60,46,410,0.112195122,Construction
Autopsy Assistant,0.60,37,347,0.106628242,Sales & Marketing
Certified Surgical Technologist,0.60,43,378,0.113756614,Hospitality
Contact Tracing,0.60,94,604,0.155629139,Communication & PR
Director Of Nursing,0.60,72,622,0.115755627,Data & IT
Design Engineer,0.60,143,1047,0.136580707,Administrative & Clerical
Business Management Consultant,0.60,143,984,0.145325203,Leadership & Strategy
General Labor,0.60,19,409,0.046454768,Medical & Healthcare
General Worker,0.60,19,409,0.046454768,Supply Chain & Logistics
Tax Analyst,0.60,161,1162,0.138554217,Law Enforcement
Appointment Setter,0.60,116,1026,0.113060429,Construction
Survey Technician,0.60,101,809,0.124845488,Sales & Marketing
Accountant,0.60,117,966,0.121118012,Hospitality
Claims Auditor,0.60,127,947,0.134107709,Communication & PR
Loan Underwriter,0.60,121,949,0.127502634,Data & IT
Tax Accountant,0.60,130,1026,0.126705653,Administrative & Clerical
Coding Specialist,0.60,138,1094,0.126142596,Leadership & Strategy
Biztalk Developer,0.60,138,1072,0.128731343,Medical & Healthcare
Report Analyst,0.60,182,1339,0.13592233,Supply Chain & Logistics
Revenue Cycle Analyst,0.60,149,1055,0.141232227,Law Enforcement
Cloud Architect,0.60,142,1039,0.136669875,Construction
Data Technician,0.60,145,1037,0.139826422,Sales & Marketing
